1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
1048, ocean, minecraft:warm_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1049, ocean, minecraft:warm_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1050, ocean, minecraft:warm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1051, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1052, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1053, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
1054, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 4
1055, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 8, 1, 1
1056, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1057, ocean, minecraft:warm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
1058, ocean, minecraft:warm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
1059, ocean, minecraft:warm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
1060, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1061, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1062, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1063, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1064, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1065, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1066, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1067, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1068, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1069, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1070, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1071, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 30, 2, 4
1072, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 30, 1, 1
1073, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1074, ocean, minecraft:lukewarm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1075, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1076, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1077, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1078, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1079, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmounts:archelon, 20, 1, 1
1080, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1081, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1082, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 2
1083, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 2, 1, 2
1084, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1085, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1086, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1087, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1088, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1089, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1090, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
1091, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
1092, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1093, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
1094, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
1095, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
1096, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1097, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1098, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1099, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 30, 4, 4
1100, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 1, 1
1101, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1102, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1103, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1104, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 30, 4, 4
1105, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1106, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1107, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1108, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 30, 2, 4
1109, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 30, 1, 1
1110, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
1111, ocean, minecraft:deep_lukewarm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1112, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1113, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1114, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1115, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1116, ocean, minecraft:deep_lukewarm_ocean, CREATURE, mythicmounts:archelon, 20, 1, 1
1117, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1118, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1119, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1120, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 2, 1, 2
1121, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:gopjet, 10, 1, 2
1122, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:night_light_squid, 10, 2, 4
1123, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1124, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1125, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1126, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 8, 3, 6
1127, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1128, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1129, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
1130, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
1131, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1132, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
1133, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
1134, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:high_finned_blue, 10, 4, 6
1135, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
1136, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1137, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1138, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1139, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 4, 4
1140, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 30, 4, 4
1141, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1142, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1143, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 30, 4, 4
1144, ocean, minecraft:ocean, MONSTER, minecraft:slime, 30, 4, 4
1145, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1146, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1147, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
1148, ocean, minecraft:ocean, MONSTER, quark:toretoise, 30, 2, 4
1149, ocean, minecraft:ocean, MONSTER, quark:stoneling, 30, 1, 1
1150, ocean, minecraft:ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1151, ocean, minecraft:ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1152, ocean, minecraft:ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1153, ocean, minecraft:ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1154, ocean, minecraft:ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1155, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1156, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1157, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1158, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
1159, ocean, minecraft:ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1160, ocean, minecraft:ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1161, ocean, minecraft:ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1162, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1163, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1164, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 2
1165, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 4, 1, 1
1166, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1167, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1168, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1169, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 30, 4, 4
1170, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1171, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1172, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1173, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1174, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 30, 4, 4
1175, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1176, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1177, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1178, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 30, 2, 4
1179, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 30, 1, 1
1180, ocean, minecraft:deep_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1181, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1182, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1183, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1184, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1185, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1186, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1187, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1188, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
1189, ocean, minecraft:deep_ocean, WATER_CREATURE, finsandtails:gopjet, 10, 1, 2
1190, ocean, minecraft:deep_ocean, WATER_CREATURE, finsandtails:night_light_squid, 10, 2, 4
1191, ocean, minecraft:deep_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1192, ocean, minecraft:deep_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1193, ocean, minecraft:deep_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1194, ocean, minecraft:deep_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1195, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1196, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 5, 1, 3
1197, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1198, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 30, 1, 4
1199, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 2
1200, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 4, 1, 1
1201, ocean, minecraft:deep_ocean, WATER_AMBIENT, finsandtails:high_finned_blue, 10, 4, 6
1202, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1203, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1204, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1205, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 30, 4, 4
1206, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1207, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1208, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1209, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1210, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 30, 4, 4
1211, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1212, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1213, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1214, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 30, 2, 4
1215, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 30, 1, 1
1216, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
1217, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1218, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1219, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1220, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1221, ocean, minecraft:cold_ocean, CREATURE, finsandtails:wherble, 3, 2, 6
1222, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1223, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1224, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1225, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1226, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1227, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1228, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1229, ocean, minecraft:cold_ocean, WATER_AMBIENT, finsandtails:teal_arrowfish, 10, 3, 5
1230, ocean, minecraft:cold_ocean, WATER_AMBIENT, finsandtails:blu_wee, 10, 3, 3
1231, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 3
1232, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 5, 1, 4
1233, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 5, 1, 1
1234, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 5, 1, 1
1235, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 5, 1, 3
1236, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 5, 1, 4
1237, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pollock, 5, 1, 2
1238, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 5, 1, 3
1239, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1240, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1241, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
1242, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 30, 4, 4
1243, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 30, 4, 4
1244, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1245, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
1246, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 30, 4, 4
1247, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 30, 4, 4
1248, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1249, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1250, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1251, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 30, 2, 4
1252, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 30, 1, 1
1253, ocean, minecraft:deep_cold_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
1254, ocean, minecraft:deep_cold_ocean, MONSTER, upgrade_aquatic:great_thrasher, 5, 1, 1
1255, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
1256, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1257, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:drygmy, 3, 1, 2
1258, ocean, minecraft:deep_cold_ocean, CREATURE, finsandtails:wherble, 3, 2, 6
1259, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1260, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1261, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
1262, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
1263, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, finsandtails:gopjet, 10, 1, 2
1264, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, finsandtails:night_light_squid, 10, 2, 4
1265, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, finsandtails:white_bull_crab, 5, 1, 2
1266, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, finsandtails:red_bull_crab, 5, 1, 1
1267, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 5, 1, 4
1268, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 5, 1, 3
1269, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1270, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1271, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, finsandtails:teal_arrowfish, 10, 3, 5
1272, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, finsandtails:phantom_nudibranch, 30, 1, 2
1273, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, finsandtails:high_finned_blue, 10, 4, 6
1274, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, finsandtails:blu_wee, 10, 3, 3
1275, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 3
1276, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 3
1277, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 5, 1, 4
1278, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 5, 1, 4
1279, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 5, 1, 1
1280, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 5, 1, 1
1281, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 5, 1, 1
1282, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 5, 1, 1
1283, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 5, 1, 3
1284, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 5, 1, 3
1285, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 5, 1, 4
1286, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 5, 1, 4
1287, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock, 5, 1, 2
1288, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock, 5, 1, 2
1289, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 5, 1, 3
1290, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 5, 1, 3
1291, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1292, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 5, 1, 5
1293, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1294, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 5, 1, 1
1295, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna, 5, 1, 2
